attack_variant,feature_set,metric,mean,std
fixed_max_action,full_features,accuracy,0.9981949458483754,0.0008964900376505145
fixed_max_action,full_features,precision,0.9977203915100765,0.0019971629737438757
fixed_max_action,full_features,recall,0.9986762936221419,0.0006136004228150249
fixed_max_action,full_features,f1,0.9981967225938974,0.0008935087579425784
fixed_max_action,full_features,far,0.002286401925391095,0.002006417809931777
fixed_max_action,full_features,auc,0.999950931199416,4.1957615498579355e-05
fixed_max_action,full_features,tp,2766.3333333333335,1.699673171197595
fixed_max_action,full_features,fp,6.333333333333333,5.557777333511022
fixed_max_action,full_features,tn,2763.6666666666665,5.557777333511022
fixed_max_action,full_features,fn,3.6666666666666665,1.699673171197595
subtle_action,full_features,accuracy,0.9969314079422382,0.002701557679981174
subtle_action,full_features,precision,0.9940475974872925,0.005360461721476156
subtle_action,full_features,recall,0.9998796630565584,0.00017018213746968893
subtle_action,full_features,f1,0.9969477385122264,0.00268225080687169
subtle_action,full_features,far,0.006016847172081829,0.005437845260021662
subtle_action,full_features,auc,0.9999212162285446,0.00010921279025510469
subtle_action,full_features,tp,2769.6666666666665,0.4714045207910317
subtle_action,full_features,fp,16.666666666666668,15.062831370260005
subtle_action,full_features,tn,2753.3333333333335,15.062831370260005
subtle_action,full_features,fn,0.3333333333333333,0.4714045207910317
probabilistic,full_features,accuracy,0.9961492178098675,0.0022319178087835427
probabilistic,full_features,precision,0.9944914682176348,0.0034342365418167683
probabilistic,full_features,recall,0.9978339350180505,0.0010210928248181336
probabilistic,full_features,f1,0.996158403812261,0.002225171826966809
probabilistic,full_features,far,0.005535499398315283,0.0034543201189909324
probabilistic,full_features,auc,0.999767232728173,0.00025383029079355815
probabilistic,full_features,tp,2764.0,2.8284271247461903
probabilistic,full_features,fp,15.333333333333334,9.568466729604882
probabilistic,full_features,tn,2754.6666666666665,9.568466729604882
probabilistic,full_features,fn,6.0,2.8284271247461903
delayed_effect,full_features,accuracy,0.9954873646209386,0.00337694709997648
delayed_effect,full_features,precision,0.994128335083109,0.00431535097280012
delayed_effect,full_features,recall,0.9968712394705174,0.0025069394291214906
delayed_effect,full_features,f1,0.9954967337339452,0.0033657779780207125
delayed_effect,full_features,far,0.005896510228640193,0.004345480164926062
delayed_effect,full_features,auc,0.9992673348190819,0.0009767655630083423
delayed_effect,full_features,tp,2761.3333333333335,6.944222218666553
delayed_effect,full_features,fp,16.333333333333332,12.036980056845193
delayed_effect,full_features,tn,2753.6666666666665,12.036980056845191
delayed_effect,full_features,fn,8.666666666666666,6.944222218666553
stealthy_adaptive,full_features,accuracy,0.9941034897713598,0.007208675091530219
stealthy_adaptive,full_features,precision,0.9928408312413435,0.00935929579847804
stealthy_adaptive,full_features,recall,0.9954271961492177,0.005013878858243019
stealthy_adaptive,full_features,f1,0.9941272094122442,0.0071745355447275965
stealthy_adaptive,full_features,far,0.007220216606498196,0.009446258438888262
stealthy_adaptive,full_features,auc,0.999448991472151,0.0007751003934289678
stealthy_adaptive,full_features,tp,2757.3333333333335,13.888444437333106
stealthy_adaptive,full_features,fp,20.0,26.166135875720485
stealthy_adaptive,full_features,tn,2750.0,26.166135875720485
stealthy_adaptive,full_features,fn,12.666666666666666,13.888444437333106
fixed_max_action,no_safety_indicators,accuracy,0.9984356197352587,0.0006136004228150249
fixed_max_action,no_safety_indicators,precision,0.9987970615434966,0.001033534864028103
fixed_max_action,no_safety_indicators,recall,0.9980746089049338,0.000947534040193974
fixed_max_action,no_safety_indicators,f1,0.9984350971331613,0.0006139607432710638
fixed_max_action,no_safety_indicators,far,0.0012033694344163659,0.00103517752912667
fixed_max_action,no_safety_indicators,auc,0.9999390278338915,5.508826009474637e-05
fixed_max_action,no_safety_indicators,tp,2764.6666666666665,2.6246692913372702
fixed_max_action,no_safety_indicators,fp,3.3333333333333335,2.8674417556808756
fixed_max_action,no_safety_indicators,tn,2766.6666666666665,2.8674417556808756
fixed_max_action,no_safety_indicators,fn,5.333333333333333,2.6246692913372702
fixed_max_action,no_temporal_dynamics,accuracy,0.9983754512635379,0.0007798725268842302
fixed_max_action,no_temporal_dynamics,precision,0.9977204706100647,0.0017168032566886844
fixed_max_action,no_temporal_dynamics,recall,0.9990373044524669,0.0011159589043917974
fixed_max_action,no_temporal_dynamics,f1,0.9983769564086685,0.0007783922755620896
fixed_max_action,no_temporal_dynamics,far,0.002286401925391095,0.0017271600594954662
fixed_max_action,no_temporal_dynamics,auc,0.9998661957451983,0.0001124820308854876
fixed_max_action,no_temporal_dynamics,tp,2767.3333333333335,3.091206165165235
fixed_max_action,no_temporal_dynamics,fp,6.333333333333333,4.784233364802441
fixed_max_action,no_temporal_dynamics,tn,2763.6666666666665,4.784233364802441
fixed_max_action,no_temporal_dynamics,fn,2.6666666666666665,3.091206165165235
fixed_max_action,no_correlation_features,accuracy,0.9981949458483754,0.0012763660310226672
fixed_max_action,no_correlation_features,precision,0.9980837634989072,0.002457955188466858
fixed_max_action,no_correlation_features,recall,0.998315282791817,0.002382549924575593
fixed_max_action,no_correlation_features,f1,0.9981952600905105,0.001276156048203937
fixed_max_action,no_correlation_features,far,0.0019253910950661852,0.0024720383374457443
fixed_max_action,no_correlation_features,auc,0.9999756067892626,2.3339070016065636e-05
fixed_max_action,no_correlation_features,tp,2765.3333333333335,6.599663291074444
fixed_max_action,no_correlation_features,fp,5.333333333333333,6.847546194724712
fixed_max_action,no_correlation_features,tn,2764.6666666666665,6.847546194724712
fixed_max_action,no_correlation_features,fn,4.666666666666667,6.599663291074443
fixed_max_action,only_statistical_summaries,accuracy,0.9992779783393502,0.0002552732062045334
fixed_max_action,only_statistical_summaries,precision,0.9992789319858347,0.0007783067238987799
fixed_max_action,only_statistical_summaries,recall,0.9992779783393502,0.0005895282172763449
fixed_max_action,only_statistical_summaries,f1,0.9992780431549724,0.0002551357393553455
fixed_max_action,only_statistical_summaries,far,0.0007220216606498195,0.0007798725268842191
fixed_max_action,only_statistical_summaries,auc,0.99999326634432,4.813744347618028e-06
fixed_max_action,only_statistical_summaries,tp,2768.0,1.632993161855452
fixed_max_action,only_statistical_summaries,fp,2.0,2.160246899469287
fixed_max_action,only_statistical_summaries,tn,2768.0,2.160246899469287
fixed_max_action,only_statistical_summaries,fn,2.0,1.632993161855452
fixed_max_action,only_temporal_dynamics,accuracy,0.950962695547533,0.02882452888627529
fixed_max_action,only_temporal_dynamics,precision,0.9378731800000114,0.03486290767002985
fixed_max_action,only_temporal_dynamics,recall,0.9666666666666667,0.022897562322628115
fixed_max_action,only_temporal_dynamics,f1,0.9519289735416588,0.027858692903334096
fixed_max_action,only_temporal_dynamics,far,0.06474127557160049,0.03770369796726268
fixed_max_action,only_temporal_dynamics,auc,0.988939861938337,0.009486958474708295
fixed_max_action,only_temporal_dynamics,tp,2677.6666666666665,63.426247633679935
fixed_max_action,only_temporal_dynamics,fp,179.33333333333334,104.43924336931762
fixed_max_action,only_temporal_dynamics,tn,2590.6666666666665,104.43924336931764
fixed_max_action,only_temporal_dynamics,fn,92.33333333333333,63.42624763367993
fixed_max_action,only_safety_indicators,accuracy,0.5320096269554754,0.02807089745382945
fixed_max_action,only_safety_indicators,precision,0.5173518854845295,0.015072074295978588
fixed_max_action,only_safety_indicators,recall,0.9719614921780987,0.03965243803043695
fixed_max_action,only_safety_indicators,f1,0.6749558013999102,0.01765350235545588
fixed_max_action,only_safety_indicators,far,0.907942238267148,0.06136759382202391
fixed_max_action,only_safety_indicators,auc,0.5926454361019519,0.0746639736918098
fixed_max_action,only_safety_indicators,tp,2692.3333333333335,109.8372533443104
fixed_max_action,only_safety_indicators,fp,2515.0,169.98823488700623
fixed_max_action,only_safety_indicators,tn,255.0,169.98823488700623
fixed_max_action,only_safety_indicators,fn,77.66666666666667,109.83725334431037
